Name,text,Sarcasm,Fear,Neglect,irritation,Rage,Disgust,Nervousness,Shame,Disappointment,Envy,Suffering,Sadness,Joy,Pride
hindi_meme0.png,व्यक्ति १ जी के तीन बन्दर,2,0,1,0,1,0,0,0,0,0,0,0,0,0
hindi_meme11.png,व्यक्ति '१ 'ने अमेठी को ये दिया व्यक्ति १ ने वाराणसी को ये दिया सड़क घर रेलवे स्टेशन,2,0,0,0,0,0,0,0,1,1,0,0,0,0
hindi_meme13.png,भाई गैस की परेशानी है भाई तेरी भाभी के पास चूरन है लाऊ ?,2,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme14.png,स्कूल क्या है ? एक दिन मैडम ने एक बच्चे से पूछा -स्कूल क्या है ?? बहुत ही शानदार जवाब मिला... स्कूल वो जगह है ... जहा पर हमारे पापा को लूटा और हमें कूटा जाता है ... !!,1,0,0,0,1,0,0,0,0,0,0,1,1,0
hindi_meme16.png,"अपनी शख्सियत ऐसी बनाओ की नुम्हें हराने के लिए कोशिश नहीं,करनी पड़े .. ",2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme17.png,ये चिंता मत करो की व्यक्ति १ का क्या होगा  चिंता ये करो की व्यक्ति १ के हारने के बाद तुम्हारा क्या होगा,2,1,1,0,0,0,1,0,0,0,0,0,0,0
hindi_meme18.png,के रिजल्ट आ गए /,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme2.png,वो देखो व्यक्ति १ भाई अपुन  को 272 सीट दिख रैली है,2,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme20.png,छा  गया गुरु,2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme3.png,"56 इंच के सीने का नाम सुनकर तो, हमारा दिल आज भी जाग उठता है /",2,0,0,0,0,0,0,0,0,0,0,0,0,0
hindi_meme4.png,बीजेपी जीतेगी,0,0,0,0,1,0,0,0,0,0,0,0,1,1
hindi_meme5.png,जिनको अपने काम पर भरोसा होता है वो नौकरी करते हैं / जिनको अपने आप पर भरोसा होता है वो व्यापार करते हैं /,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme8.png,बल्ला संभलता  नहीं इनसे ये काश्मीर लेंगे ?,2,0,1,0,1,0,1,0,0,0,0,0,0,0
hindi_meme100.png,अब ये अफवाह कौन फैला रहा है ? व्यक्ति १ जी देश 'अ 'में  असहिष्णुता से परेशान लोगों के लिए प्लॉट  देखने  गये हैं?,2,0,1,1,1,0,0,0,0,0,0,0,0,0
hindi_meme23.png,"व्यक्ति १ जी ने नौटंकी कर के देश बर्बाद किया , ये सुनकर मेरा मन २५ %कॉंग्रेस की ओर झूक गया ... व्यक्ति १ जी ने जी एस टी  लाकर देश का नुकसान कर दिया , ये सुन कर मेरा मन ५ ० % कॉंग्रेस की ओर  झूक गया ...  व्यक्ति १ जी ने बेरोजगारी बढ़ाई , ये सुन मेरा मन ७५% कॉंग्रेस की ओर झूक गया ..  व्यक्ति १ जी ने सिर्फ घूमते रहे और कुछ काम नहीं किया, ये सुन मेरा मन ९ ९ % कॉंग्रेस की ओर झूक गया और ये सबकुछ व्यक्ति '१ 'ठीक कर देंगे, ये सुना तो .. मेरा मन १०० % व्यक्ति १ की ओर  हो गया ",2,1,0,0,1,0,1,0,0,0,0,0,0,0
hindi_meme24.png,पर दीखता तो मोबाइल जैसा है / ???? हाहाहा जोक था बे !!,2,0,0,0,0,0,0,0,1,0,0,0,1,0
hindi_meme25.png,"""काम इतनी ख़ामोशी से करो कि कामयाबी शोर मचा दे '' डॉ  व्यक्ति 'अ '""शोर इतना मचाओ कि काम न करना पड़े '' - व्यक्ति १ व्यक्ति १ ",2,0,1,0,1,0,0,0,1,0,0,0,0,0
hindi_meme28.png,बा  फ़िल्म का हिरो बहन (भाई से ) लड़का कैसा है ? भाई (बहन से )लड़का अच्छा है इंजीनियर है देखने में फ़िल्म का हीरो लगता है / बहन: कौन सी फ़िल्म का ? भाई बा,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme30.png,देश को गरीबी से निकालने के लिए युवाओ को बढ़कर कार्य करना चाहिए,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hindi_meme31.png,ठेले पर आम बेच रहे एक आदमी से मैंने पूछा भाई यह आम केमिकल लगाकर हो नहीं पकाए ? ठेले वाले ने जवाब दिया नहीं भाई इन्हे व्यक्ति १ जी की मन की बात सुनाकर पकाया है /,2,0,1,0,0,0,0,0,0,1,0,0,0,0
hindi_meme32.png,सभी का खून है शामिल यहां की मिट्टी में ...ब्लड टेस्ट नहीं चल रहा इधर ...  डॉक्यूमेंट दिखा !!,2,1,0,0,1,0,1,0,0,0,0,0,0,0
hindi_meme33.png,तुम्हें गाना गाने आता है ? मूँजे बिल्कुल नहीं आता,2,0,1,0,0,0,0,0,1,0,0,0,1,0
hindi_meme35.png,जितनी तेरी आंखे खुलती हैं न..  उतनी तो मैं बंद करके सोता हूँ .!!,2,0,1,0,0,0,0,0,0,0,0,0,1,0
hindi_meme36.png,करोड़ों  चाहने वालों का मेला है कौन कहता है व्यक्ति १ अकेला है,2,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme37.png,नोटबंदी के समय व्यक्ति १ ने कहा था 50 दिन बाद आपको सपने का भारत दिखेगा किसी को दिखा ?,2,0,1,0,1,0,0,0,1,0,0,0,0,0
hindi_meme38.png,"माना की अँधेरा घना है, लेकिन दिया जलना कहा मना हैं ",2,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme39.png,"वो देख #देश 'अ 'कितना डरा हुआ हैं , और  तुझे नौकरी की पड़ी है !!!",2,1,0,0,0,1,0,0,1,0,0,0,0,0
hindi_meme41.png,"पार्टी डूब रही हैं   अब तो कुछ बोल , मेरे सोन ऑफ़ सरदार मैडम जी !अबकी बार व्यक्ति १ सरकार ",2,0,1,0,0,0,0,0,1,0,0,0,1,0
hindi_meme42.png,"२०१९ में जब गरजेगा भारत का शेर , और सरे गीदड़ हो जायेंगे ढेर क्योंकि लोगो ने ठाना है सिर्फ व्यक्ति १ को लाना है ",2,1,0,0,1,0,0,0,1,0,0,0,0,0
hindi_meme44.png,"सब पेट्रोल के दाम बढ़ने पर गुस्सा हो रहे है पर इसके पीछे की वजह किसी को नहीं पता ...  सन  2014  की बात है , साऊदी अरब का एक नेता जिसका नाम - "" अल बरूकी बगदीदा  खालीफी उल उस्तरफा खैर खीस्तिनी चुल बक्स्तुती '' था पहले ये बताओ ...  पूरा नाम क्यों नहीं पढ़ा तुमको तो कुछ बताना ही बेकार है जाओ अब नहीं बताना ... ",2,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme47.png,हमें चाहिए नौकरी ! तो इसे पहन लो इसे पहनने से बेरोजगारी का एहसास नहीं होगा!,2,0,1,0,1,0,0,0,1,0,0,0,0,0
hindi_meme48.png,शादी में ऐसे कौन बुलाता है भाई... ?,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme49.png,बहुत कम लोग होते है आप जैसे दुनिया मेंबिल्कुल,2,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme50.png,व्यक्ति १ ये बाबूराव का स्टाइल है,2,0,1,0,0,0,0,0,1,0,0,0,1,0
hindi_meme51.png,"अबे,.... मेरा के होगा फिर कल से पब्जी बंद कर दूँगा ",2,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme53.png,जहाँ का इ वि एम हैक न कर सको!!! वहाँ का सी एम हैक कर लो....,2,0,1,0,0,0,0,1,1,0,0,0,0,0
hindi_meme55.png,भाईयो ... बहनो कौन सा अवार्ड दू,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme57.png,"२०१९ में जब गरजेगा भारत का शेर , और सरे गीदड़ हो जायेंगे ढेर क्योंकि लोगो ने ठाना है सिर्फ व्यक्ति १ को लाना है",2,1,0,0,1,0,0,0,1,0,0,0,0,0
hindi_meme59.png,मै खुश हूँ कि मुझे उम्मीदो के पैमाने पर आका गया है न कि यश और अपवश के पैमाने पर,2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme61.png,"घोटालों का शहंशाह -नोटबन्दी घोटाला - 800000, विटकॉयन घोटाला - 83000 करोड, रफेल विमान घोटाला -53000 करोड़, अदानी घोटाला- 50000 करोड , जी एस पी सी घोटाला - 25000 करोड , स्विश  बैंक घोटाला - 23450 करोड़ , ब्यापम घोटाला -15000 करोड़ , नीरव व्यक्ति १ घोटाला - 12000 करोड़ ,विजय माल्या घोटाला -8000 करोड़ ,रामदेव जमीन घोटाला - 5000 करोड़ , फडनवीस जमीन घोटाला - 1760 करोड़ , सहकारी बैंक अमित शाह -750 करोड़ ",2,0,1,0,1,0,0,0,1,0,0,0,0,0
hindi_meme63.png,90 % ब्रेन का विकास 5 साल की उम्र तक हो जाताहै !! सिर्फ व्यक्ति '१ ' को छोड़कर,2,0,1,0,0,0,0,0,1,0,0,0,1,0
hindi_meme65.png,ना तख्त बदलेगा ना ताज बदलेगा ये सोच में मत रहना चमचों की.. 2019 में व्यक्ति १ का राज बदलेगा..,2,1,1,0,1,0,0,0,0,0,0,0,0,0
hindi_meme67.png,हर आदमी का सपना 7  अंको में सेलरी 6 अंको में बचत 5 बेडरूम का घर 4 पहियों की गाड़ी 3 हफ़्ते की छुट्टियां 2 प्यारे बच्चे 1 गूंगी बीवी,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme68.png,मेरी दो योजनाओं को इतिहास हमेशा याद रखेगा युवाओं  के लिए पकोड़ा योजना और अरबपतियों के लिए भगोड़ा योजना,2,0,1,0,1,0,0,0,1,0,0,0,0,0
hindi_meme69.png,मुझे छोड़ दो मैं काला धन नहीं हूँ ..,2,0,0,0,0,1,0,1,0,0,0,0,1,0
hindi_meme70.png,नोनी तोला सुजी दे,2,0,1,0,1,1,0,0,0,0,0,0,0,0
hindi_meme71.png,मेरे दोस्त तेरी बहुत याद आ रही है... आजा वुहान शहर में बैठकर सूप पियेंगे.. रख तेरी माँ की रख..!!,2,0,0,1,0,0,0,0,0,0,1,0,1,0
hindi_meme74.png,"डरते वो हैं जो अपनी छवि के लिए मरते है , मैं तो हिंदुस्तान की छवि के लिए मरता हु इसिलिए किसी से नहीं डरता हु. नरेन्द्र व्यक्ति १ ",2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme75.png,"*सब जोड़ी स्वर्ग में नहीं बनती, कुछ व्यक्ति १ के खौफ से भी बनती है *",2,1,1,0,1,0,0,0,0,0,0,0,0,0
hindi_meme76.png,"चीते की चाल, बज की नजर, सेना की बहादुरी और व्यक्ति १ के इरादों पर कभी संदेह नहीं करते !",2,0,0,0,0,0,0,0,0,0,0,0,1,1
hindi_meme77.png,आनंदी होंगी गुजरात की सी एम तो फिर बालिका वधु बंद हो जाएगा क्या ?,2,0,1,0,0,0,0,0,1,0,0,0,1,0
hindi_meme82.png,सुनने की क्षमता रखिए अभी तो ट्रेलर है,2,0,1,1,1,0,0,0,0,0,0,0,0,0
hindi_meme83.png,"आप खेत में क्या क्या बनाते हो ? गेंहू , चावल , बजरी तो किसान जैम कौन बनाता है ? भाई तू छुटी पे ही अच्छा था.",2,0,1,0,0,0,0,0,1,0,0,0,1,0
hindi_meme84.png,"निब्बा - मत रो बेबी , 3 मई को तो मिलना ही है हमको.. *व्यक्ति १ जी- ",2,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme86.png,बेटा कभी हमें भी अपनी न नानीजी से मिलवाने इटली तो ले जाओ  बिल्कुल नहीं... इतना भी बेवकूफ नहीं हू मैं कही आपने वहां भी बीजेपी की सरकार बना ली तो...,2,0,1,0,0,0,0,0,0,1,0,0,1,0
hindi_meme88.png,लड़के ने लड़की  से उसका नाम पूछा लड़की ने कहा *20 वर्ष  6  महीने '' बताइए लड़की का नाम क्या है? सिर्फ बुद्धिमान ही जवाब देगा/,1,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme89.png,"एक बच्चा गायब हो गया, किसी ने उसका फोटो व्हाट्सप्प पर डाल दिया कि बच्चे  को ढूंडने जे लिए फोटो फॉरवर्ड करें / शाम को बच्चा वापस आ गया/ लेकिन आज एक साल हो गया और उसका फोटो अब भी फॉरवर्ड हो रहा है / बच्चा जहाँ भी जाता है लोग उसे पकड़ कर उसके घर छोड़ आते हैं / ",1,0,0,0,0,0,0,0,0,0,0,0,1,0
hindi_meme90.png,मोटर साइकिल को कार बना दूँ खम्बे को में तार बना दूँ वो तो व्यक्ति १ ने रोक रखा है वरना देश 'अ 'में भी सरकार बना दूँ,2,1,1,0,1,0,0,0,0,0,0,0,0,0
